Data,Fix,Top,Premium M.,Premium F.,Multiprev M.,Multiprev F.,Previdence,XP Prev,Access,Synta,Capit D. Inc,Capit D. Inc F.,Aquila6,Strategy,CW1,Inflation,Index,Alfa,Harpia,Emb,Portfolio,Multi,Volks Fusca,Fcopel,São Paulo,Reit,Reit 90,Top-Cotas,Premium M.-Cotas,Premium F.-Cotas,Multiprev M.-Cotas,Multiprev F.-Cotas,Previdence-Cotas,XP Prev-Cotas,Access-Cotas,Synta-Cotas,Capit D. Inc-Cotas,Capit D. Inc F.-Cotas,Aquila6-Cotas,Strategy-Cotas,CW1-Cotas,Inflation-Cotas,Index-Cotas,Alfa-Cotas,Harpia-Cotas,Emb-Cotas,Portfolio-Cotas,Multi-Cotas,Volks Fusca-Cotas,Fcopel-Cotas,São Paulo-Cotas,Reit-Cotas,Reit 90-Cotas
9/28/2015,67%,64%,-5%,-9%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1024%,-402%,-216%,-800%,-803%,-297%,-225%,103%,-329%,12%,#N/A,#N/A,#N/A,-766%,#N/A,385088600.19,385498820.48,137309517.61,137436819.50,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70376269.31,145526823.82,26564827.04,69008463.68,68949419.92,54817036.36,65215426.40,169943493.26,347073448.18,339671124.76,#N/A,#N/A,#N/A,14397133.90,#N/A
9/29/2015,118%,115%,154%,150%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,639%,326%,217%,423%,414%,246%,280%,103%,271%,-334%,#N/A,#N/A,#N/A,227%,#N/A,385726419.69,386085119.41,137420678.86,137544806.85,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70612274.11,145775876.57,26595063.35,69161447.96,69099325.67,54887859.40,65311257.27,167985060.89,357567792.18,306772778.10,#N/A,#N/A,#N/A,19264277.45,#N/A
9/30/2015,119%,116%,231%,226%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,531%,431%,386%,429%,418%,288%,292%,104%,513%,266%,#N/A,#N/A,#N/A,1993%,#N/A,388966350.95,389217656.08,137587136.37,137708019.52,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70808970.49,146105538.22,26648878.59,69317229.88,69250827.03,54970688.42,65411237.24,168076380.25,358529511.05,317201214.65,#N/A,#N/A,#N/A,19465738.45,#N/A
10/1/2015,108%,105%,120%,116%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,120%,256%,142%,203%,194%,153%,165%,103%,154%,503%,#N/A,#N/A,#N/A,115%,#N/A,389486109.37,389735579.63,137674060.20,137791835.03,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70853602.99,146301661.09,26668661.91,69391206.28,69321313.94,55014945.28,65468017.11,168166879.14,358819798.01,318038726.67,#N/A,#N/A,#N/A,19477432.81,#N/A
10/2/2015,138%,135%,203%,199%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,963%,452%,266%,875%,858%,462%,554%,103%,385%,149%,#N/A,#N/A,#N/A,-187%,#N/A,390217950.87,390470675.95,137820871.76,137997871.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,71211714.46,146648573.73,26705937.20,69709869.53,69633500.30,55148148.18,65658457.11,168257433.18,359544217.56,318287731.72,#N/A,#N/A,#N/A,19458305.93,#N/A
10/5/2015,115%,112%,103%,99%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30%,178%,109%,97%,89%,125%,112%,103%,87%,376%,#N/A,#N/A,#N/A,-133%,#N/A,391253954.38,391754573.51,138045270.37,138061821.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,71222738.67,146785476.96,26721231.28,69745376.07,69665975.38,55184393.08,65697007.06,168348039.47,359708176.65,318915381.91,#N/A,#N/A,#N/A,19444693.74,#N/A
10/6/2015,133%,130%,85%,81%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,68%,81%,68%,126%,117%,118%,-55%,103%,47%,83%,#N/A,#N/A,#N/A,-503%,#N/A,389426533.34,390012891.78,137907169.09,138145613.83,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,71248173.50,146847979.08,26730787.59,69726471.19,69708863.87,55218424.24,65678038.84,168438698.02,359772777.82,319053934.89,#N/A,#N/A,#N/A,23393343.78,#N/A
10/7/2015,105%,102%,85%,81%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-156%,-123%,Amortização de Principal de RF [CRI HBSE] Op: B449640 Mv: 5393098,-129%,-134%,8%,-7%,187%,15%,44%,#N/A,#N/A,#N/A,13%,#N/A,391340467.86,392028358.62,138018648.14,138203978.51,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,71189827.05,146752981.01,26742471.60,69679414.46,69659981.18,55220854.47,65675465.65,167203923.33,359800559.29,319127746.79,#N/A,#N/A,#N/A,23394897.91,#N/A
10/8/2015,119%,116%,170%,166%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,471%,314%,223%,404%,393%,261%,287%,115%,282%,12%,#N/A,#N/A,#N/A,533%,#N/A,392734701.89,393060265.45,138342042.67,138524060.84,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,71365573.01,146994528.29,26773814.97,69826970.85,69803537.98,55296362.62,65774184.70,167304472.18,360333019.87,319147233.61,#N/A,#N/A,#N/A,23460368.35,#N/A
10/9/2015,95%,92%,98%,94%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-97%,108%,104%,-67%,-73%,32%,5%,110%,84%,274%,#N/A,#N/A,#N/A,472%,#N/A,393981168.02,394262876.23,138313133.33,138492756.16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,71329195.62,147077705.09,26788436.85,69802567.91,69776877.45,55305605.35,65775779.75,167400649.00,360491157.90,319606587.95,#N/A,#N/A,#N/A,23518486.23,#N/A
10/13/2015,121%,118%,146%,141%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-142%,15%,61%,-29%,-35%,66%,56%,110%,209%,79%,#N/A,#N/A,#N/A,-437%,#N/A,395091898.03,395371277.83,138418756.28,138595083.63,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,71275912.62,147089382.33,26796942.57,69792074.01,69763949.04,55324659.34,65795163.28,167497563.89,360885713.65,319739885.70,#N/A,#N/A,#N/A,23464628.13,#N/A
10/14/2015,107%,104%,136%,131%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,184%,224%,166%,153%,144%,128%,136%,111%,191%,201%,#N/A,#N/A,#N/A,690%,#N/A,394923248.99,395217515.76,138517170.11,138690214.37,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,71344844.25,147262213.29,26820294.24,69848079.14,69816716.75,55361932.95,65842048.78,167595443.16,361247056.29,320077666.10,#N/A,#N/A,#N/A,23549571.31,#N/A
10/15/2015,117%,114%,140%,135%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,420%,219%,161%,346%,335%,226%,260%,114%,203%,183%,#N/A,#N/A,#N/A,-98%,#N/A,395465970.53,395770878.87,138868798.63,138979005.61,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,71502138.24,147431662.99,26842883.67,69974780.64,69939315.29,55427672.44,65931970.90,167695383.38,361632272.05,320384584.79,#N/A,#N/A,#N/A,23537504.00,#N/A
10/16/2015,105%,102%,152%,146%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30%,272%,207%,71%,63%,93%,89%,122%,232%,195%,#N/A,#N/A,#N/A,1375%,#N/A,392283296.86,392517602.48,141579238.29,141735665.58,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,71513256.89,147642291.49,26872080.29,70000770.36,69962415.27,55454791.77,65962592.48,167802422.91,362071756.49,320711810.73,#N/A,#N/A,#N/A,23707324.19,#N/A
10/19/2015,111%,108%,94%,90%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-34%,44%,72%,16%,9%,77%,64%,121%,58%,222%,#N/A,#N/A,#N/A,-288%,#N/A,392411103.30,392670116.16,139849193.71,140004201.65,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,71500531.58,147676370.27,26882284.85,70006666.48,69965674.37,55477113.08,65984578.44,168359223.64,362181179.87,321085006.70,#N/A,#N/A,#N/A,23671541.71,#N/A
10/20/2015,56%,53%,75%,71%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-12%,-175%,146%,46%,39%,29%,-14%,120%,-55%,55%,#N/A,#N/A,#N/A,400%,#N/A,392794599.68,393043320.48,139904308.27,140112714.69,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,71496056.21,147540625.64,26902805.98,70023725.25,69979947.33,55485426.18,65979719.64,168464793.12,362077452.48,321177649.24,#N/A,#N/A,#N/A,23721188.91,#N/A
10/21/2015,102%,99%,57%,53%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-9%,-36%,97%,-57%,-63%,-56%,4%,120%,57%,-53%,#N/A,#N/A,#N/A,-59%,#N/A,394604625.21,394736714.59,140245965.42,140441343.85,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,71492673.16,147512576.89,26916549.92,70002818.71,69956718.60,55469137.91,65981030.63,168571208.76,362185711.65,321088922.94,#N/A,#N/A,#N/A,23713881.19,#N/A
10/22/2015,120%,118%,153%,148%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,571%,248%,193%,490%,478%,280%,326%,133%,235%,54%,#N/A,#N/A,#N/A,-152%,#N/A,394683887.53,394913921.31,140528423.12,140708308.26,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,71706915.16,147704199.09,26943819.18,70182918.40,70132324.05,55550664.42,66093859.05,168689035.81,362632998.50,321180490.72,#N/A,#N/A,#N/A,23694951.61,#N/A
10/23/2015,100%,97%,92%,87%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,20%,36%,89%,16%,9%,70%,59%,129%,59%,226%,#N/A,#N/A,#N/A,-62%,#N/A,396391587.30,396691430.21,140896082.17,141082861.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,71714600.78,147732447.47,26956475.36,70188738.98,70135510.03,55571153.99,66114330.83,168802914.00,362746227.41,321560502.66,#N/A,#N/A,#N/A,23687184.86,#N/A
10/26/2015,111%,108%,133%,128%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,226%,150%,174%,217%,208%,147%,161%,126%,164%,57%,#N/A,#N/A,#N/A,243%,#N/A,397202508.06,397496134.79,140918511.76,141072518.64,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,71799863.07,147849089.80,26981047.43,70218751.09,70211982.03,55614046.03,66170355.54,168914966.49,363057887.20,321656305.38,#N/A,#N/A,#N/A,23717415.49,#N/A
10/27/2015,109%,106%,195%,183%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,361%,41%,101%,709%,693%,161%,187%,126%,121%,157%,#N/A,#N/A,#N/A,-716%,#N/A,398429609.89,398799327.50,141063052.20,141233113.32,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,71935975.19,147881024.56,26995330.98,70479949.10,70467414.10,55661156.91,66235310.65,169027097.89,363287929.42,321920930.77,#N/A,#N/A,#N/A,23628319.76,#N/A
10/28/2015,97%,94%,43%,45%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-109%,-152%,-20%,-26%,-33%,17%,13%,126%,-84%,115%,#N/A,#N/A,#N/A,-1227%,#N/A,404572042.98,405050865.78,141494804.03,141646836.10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,71894714.17,147763359.11,26992537.12,70470371.15,70455376.35,55666167.03,66239830.39,169139308.06,363127308.06,322116088.10,#N/A,#N/A,#N/A,23476104.04,#N/A
10/29/2015,99%,96%,101%,96%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39%,49%,106%,42%,34%,63%,59%,138%,74%,-81%,#N/A,#N/A,#N/A,79%,#N/A,405582336.10,405846983.01,141919705.02,142064506.41,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,71909504.80,147801415.71,27007547.55,70485798.34,70468039.33,55684512.10,66260511.74,169261588.57,363268416.26,321978905.72,#N/A,#N/A,#N/A,23485835.23,#N/A
10/30/2015,99%,96%,134%,128%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39%,181%,184%,47%,39%,102%,58%,127%,175%,71%,#N/A,#N/A,#N/A,1095%,#N/A,403823762.21,404086734.24,142419786.65,142668052.91,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,71924130.55,147941990.91,27033598.09,70503070.94,70482524.99,55714235.52,66280818.39,169374443.50,363601721.84,322098431.70,#N/A,#N/A,#N/A,23620818.36,#N/A
11/3/2015,120%,117%,74%,72%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,313%,89%,133%,256%,245%,204%,211%,128%,103%,167%,#N/A,#N/A,#N/A,-623%,#N/A,403847706.95,404083818.07,142399148.70,142530958.03,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72042291.86,148010972.06,27052514.71,70597638.53,70573344.47,55773766.87,66354393.12,169488245.08,363799051.17,322381477.45,#N/A,#N/A,#N/A,23543589.97,#N/A
11/4/2015,105%,102%,119%,115%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,223%,125%,142%,180%,171%,124%,142%,128%,142%,99%,#N/A,#N/A,#N/A,191%,#N/A,405569604.75,405811800.22,146788470.75,146916671.28,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72126806.46,148107989.79,27072709.00,70664377.24,70636624.65,55810133.87,66403894.67,169602134.30,364069652.99,322548853.60,#N/A,#N/A,#N/A,23567221.75,#N/A
11/5/2015,97%,94%,136%,127%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-39%,194%,187%,-7%,-14%,36%,25%,128%,183%,136%,#N/A,#N/A,#N/A,1405%,#N/A,407356585.28,407564346.86,147073199.56,147202573.89,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72111863.21,148259210.49,27099276.67,70661765.89,70631381.01,55820814.31,66412652.56,169716105.48,364419959.76,322778612.40,#N/A,#N/A,#N/A,23741004.55,#N/A
11/6/2015,105%,102%,116%,110%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,142%,96%,147%,106%,99%,102%,108%,178%,120%,176%,#N/A,#N/A,#N/A,283%,#N/A,407601146.46,408019984.21,151197611.80,151575342.91,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72165603.56,148213142.42,27120242.00,70636120.37,70668173.62,55850592.16,66450238.25,169874694.03,364459690.05,323076158.66,#N/A,#N/A,#N/A,23776325.00,#N/A
11/9/2015,115%,112%,105%,100%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,214%,37%,119%,178%,168%,145%,154%,137%,79%,115%,#N/A,#N/A,#N/A,-512%,#N/A,407627674.26,408158327.37,151511041.05,151704970.32,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72246662.16,148242133.07,27137214.68,70702117.35,70730545.74,55893157.45,66503799.11,169997059.21,364610527.13,323271096.09,#N/A,#N/A,#N/A,23712437.51,#N/A
11/10/2015,103%,100%,113%,107%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,162%,114%,139%,128%,119%,102%,111%,132%,126%,75%,#N/A,#N/A,#N/A,296%,#N/A,416147884.53,416737682.07,154960715.62,155150187.49,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72307988.72,148330708.76,27156976.33,70749709.93,70774915.72,55923142.05,66542586.83,168314783.07,364851260.91,323398829.42,#N/A,#N/A,#N/A,23749252.62,#N/A
11/11/2015,111%,108%,138%,128%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,372%,237%,197%,295%,284%,185%,217%,134%,224%,119%,#N/A,#N/A,#N/A,522%,#N/A,415999643.26,416467160.00,155072964.85,155254837.34,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72449265.10,148515509.20,27185112.60,70859113.01,70880339.49,55977598.88,66618391.70,168433020.51,365279867.53,323600737.34,#N/A,#N/A,#N/A,23814366.31,#N/A
11/12/2015,102%,99%,104%,99%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45%,21%,108%,67%,59%,63%,69%,133%,87%,214%,#N/A,#N/A,#N/A,115%,#N/A,416021315.72,416338227.32,155157566.09,155335903.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72466462.52,148532191.33,27200544.66,70883878.48,70902155.32,55996216.04,66642416.78,168550401.52,365447527.20,323964752.42,#N/A,#N/A,#N/A,25328692.20,#N/A
11/13/2015,103%,100%,88%,85%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,11%,-7%,65%,73%,65%,65%,71%,133%,34%,84%,#N/A,#N/A,#N/A,-451%,#N/A,417996741.55,418423332.97,155608849.14,155780423.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72470741.54,148527053.79,27209808.26,70911062.29,70926359.62,56015402.31,66667155.85,168668024.54,365512454.60,324106904.15,#N/A,#N/A,#N/A,25268717.85,#N/A
11/16/2015,102%,99%,115%,109%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,144%,322%,216%,140%,132%,129%,120%,130%,202%,32%,#N/A,#N/A,#N/A,874%,#N/A,419321205.94,420211416.79,154433117.20,154632875.35,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72525680.36,148777745.93,27585729.47,70963338.11,70975348.12,56053282.58,66709249.03,168782957.72,365900250.74,324161726.34,#N/A,#N/A,#N/A,25384661.29,#N/A
11/17/2015,104%,101%,113%,107%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,115%,111%,133%,115%,107%,88%,98%,131%,122%,194%,#N/A,#N/A,#N/A,194%,#N/A,419050795.07,419592884.47,154724690.09,154879839.76,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72569456.50,148864272.77,27605029.50,71006235.27,71015071.02,56079268.93,66743512.97,168898740.31,366133642.28,324491016.73,#N/A,#N/A,#N/A,25410458.18,#N/A
11/18/2015,119%,116%,153%,141%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,321%,104%,167%,232%,222%,176%,193%,124%,171%,116%,#N/A,#N/A,#N/A,200%,#N/A,417932936.79,418181124.20,154848604.37,154994332.01,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72691813.24,148945387.41,28359239.95,71092587.50,71097716.97,56131041.98,66811218.03,169008526.78,366462730.92,324689045.95,#N/A,#N/A,#N/A,25437096.94,#N/A
11/19/2015,113%,110%,136%,127%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,406%,241%,190%,334%,322%,200%,238%,124%,225%,157%,#N/A,#N/A,#N/A,307%,#N/A,418081509.54,418360367.27,154808996.02,155004381.92,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72846699.59,149134202.02,28387544.40,71217079.03,71218032.87,56190063.52,66894603.19,169118394.17,366894977.35,324956284.81,#N/A,#N/A,#N/A,25478072.17,#N/A
11/20/2015,97%,95%,104%,99%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,111%,68%,117%,102%,97%,102%,93%,165%,89%,190%,#N/A,#N/A,#N/A,-2%,#N/A,418295496.85,418568193.43,154893482.09,155085331.32,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72889270.38,149187409.38,28404940.38,71255202.11,71254366.73,56220095.79,66927281.06,169265050.53,367066873.88,325280639.96,#N/A,#N/A,#N/A,25477825.94,#N/A
11/23/2015,114%,111%,144%,134%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,202%,252%,205%,202%,193%,166%,-199%,141%,236%,89%,#N/A,#N/A,#N/A,927%,#N/A,415086573.04,415370792.57,135810729.37,136236585.80,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72966651.66,149384574.10,28435463.81,71330728.32,71326413.15,56269159.04,66857536.83,169389950.27,367521011.30,325431801.73,#N/A,#N/A,#N/A,25601745.86,#N/A
11/24/2015,93%,90%,87%,85%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-228%,-72%,38%,-142%,-147%,-40%,-66%,135%,-26%,198%,#N/A,#N/A,#N/A,-122%,#N/A,416288977.36,416489440.13,136122426.00,136297021.70,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72879296.62,149328457.44,28441131.63,71277704.10,71271476.51,56257344.24,66834262.16,169509871.58,367470522.40,325770756.43,#N/A,#N/A,#N/A,25585404.71,#N/A
11/25/2015,90%,87%,54%,57%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-216%,-147%,6%,-155%,-160%,-35%,-73%,135%,-80%,2%,#N/A,#N/A,#N/A,-538%,#N/A,421836234.89,422211015.95,136460992.96,136615814.29,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72796746.16,149213363.99,28442032.49,71219711.49,71211634.76,56247135.42,66808614.26,169629882.17,367315283.87,325774002.67,#N/A,#N/A,#N/A,25513185.24,#N/A
11/26/2015,84%,81%,68%,69%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-467%,-108%,15%,-325%,-328%,-151%,-194%,143%,-67%,-48%,#N/A,#N/A,#N/A,348%,#N/A,429321977.91,429880858.91,136509965.27,136730733.93,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72618201.37,149128850.54,28444339.30,71098255.18,71089107.19,56202410.37,66740724.37,169757342.32,367185173.25,325691272.68,#N/A,#N/A,#N/A,25609794.13,#N/A
11/27/2015,94%,91%,84%,83%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-156%,-29%,68%,-100%,-106%,-9%,-36%,137%,9%,-65%,#N/A,#N/A,#N/A,6%,#N/A,430284234.26,430731568.44,136770257.74,137275946.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72558881.12,149105981.62,28454540.69,71060777.96,71049538.56,56199715.33,66727996.98,169879620.45,367202947.52,325580207.75,#N/A,#N/A,#N/A,25610665.41,#N/A
11/30/2015,106%,103%,92%,89%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,63%,33%,84%,51%,43%,-170%,203%,135%,39%,9%,#N/A,#N/A,#N/A,-388%,#N/A,434894051.36,434189068.53,136596467.45,136507520.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72582748.99,149131475.24,28467124.44,71079739.24,71022625.04,56149576.92,66799225.51,170000017.01,367278365.67,325594818.82,#N/A,#N/A,#N/A,25608549.86,#N/A
12/1/2015,109%,106%,117%,110%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,860%,105%,143%,347%,336%,-32%,225%,271%,125%,37%,#N/A,#N/A,#N/A,-11%,#N/A,434242294.70,434607075.29,136680028.82,136701940.15,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72910333.48,149213367.60,28488541.90,71209177.46,71147956.36,56140276.42,66878078.91,170241876.81,367470272.67,325499128.60,#N/A,#N/A,#N/A,25607037.28,#N/A
12/2/2015,108%,105%,136%,127%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,270%,205%,184%,240%,231%,166%,184%,136%,205%,120%,#N/A,#N/A,#N/A,486%,#N/A,437538982.06,438060821.40,136777341.39,137049683.57,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,73013808.06,149274163.25,29416019.48,71253994.77,71234131.82,56189068.65,66942789.27,170363607.46,370386535.18,325681900.10,#N/A,#N/A,#N/A,25672393.65,#N/A
12/3/2015,99%,96%,63%,64%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-30%,-62%,34%,8%,1%,43%,33%,134%,-25%,197%,#N/A,#N/A,#N/A,-688%,#N/A,439615873.53,439718485.74,136197287.84,136373571.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,73002251.73,149225913.36,29421237.54,71256950.92,71234448.02,56201792.83,66954554.91,170483874.96,370737082.25,328718779.39,#N/A,#N/A,#N/A,25579697.13,#N/A
12/4/2015,103%,100%,160%,147%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,135%,214%,198%,111%,103%,281%,102%,136%,229%,-25%,#N/A,#N/A,#N/A,1088%,#N/A,441383101.58,441816070.99,136511702.30,136708955.99,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,73053814.25,149393444.09,29451780.67,71236646.04,71273030.21,56284605.08,66990368.19,170605617.55,371001410.63,329076329.43,#N/A,#N/A,#N/A,25725821.54,#N/A
12/7/2015,112%,109%,144%,134%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,316%,472%,197%,316%,305%,297%,295%,136%,362%,219%,#N/A,#N/A,#N/A,510%,#N/A,451641895.97,451987059.97,136395066.60,136582979.71,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,73174918.54,149763619.13,29482296.40,71354978.89,71387312.05,56372481.23,67094099.78,170727451.80,371707337.40,329455179.20,#N/A,#N/A,#N/A,25794750.48,#N/A
12/8/2015,102%,99%,120%,113%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-60%,-155%,146%,-69%,-75%,-65%,-77%,132%,-39%,347%,#N/A,#N/A,#N/A,-36%,#N/A,453084022.46,453420755.97,136480653.92,136790918.94,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,73151860.95,149641553.77,29504864.79,71329081.40,71359121.78,56353291.43,67067135.46,170846192.07,371630353.71,330054915.98,#N/A,#N/A,#N/A,25789915.21,#N/A
12/9/2015,105%,103%,114%,108%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,230%,112%,144%,188%,182%,126%,135%,239%,129%,-38%,#N/A,#N/A,#N/A,302%,#N/A,457114873.55,457640746.43,137162396.59,137420468.41,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,73240137.50,149729161.45,29527240.55,71399472.95,71427293.61,56390661.41,67114794.23,171060735.87,371881554.47,329989658.95,#N/A,#N/A,#N/A,25830818.64,#N/A
12/10/2015,92%,89%,52%,55%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-202%,-149%,-42%,-131%,-138%,-34%,-52%,160%,-62%,123%,#N/A,#N/A,#N/A,-530%,#N/A,460935256.82,461454095.94,137199754.24,137465313.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,73162335.84,149611832.52,29520739.14,71350266.42,71375519.84,56380601.63,67096583.28,171204152.68,371760074.77,330203097.78,#N/A,#N/A,#N/A,25758976.12,#N/A
