Data,Fix,Top,Premium M.,Premium F.,Multiprev M.,Multiprev F.,Previdence,XP Prev,Access,Synta,Capit D. Inc,Capit D. Inc F.,Aquila6,Strategy,CW1,Inflation,Index,Alfa,Harpia,Emb,Portfolio,Multi,Volks Fusca,Fcopel,São Paulo,Reit,Reit 90,Top-Cotas,Premium M.-Cotas,Premium F.-Cotas,Multiprev M.-Cotas,Multiprev F.-Cotas,Previdence-Cotas,XP Prev-Cotas,Access-Cotas,Synta-Cotas,Capit D. Inc-Cotas,Capit D. Inc F.-Cotas,Aquila6-Cotas,Strategy-Cotas,CW1-Cotas,Inflation-Cotas,Index-Cotas,Alfa-Cotas,Harpia-Cotas,Emb-Cotas,Portfolio-Cotas,Multi-Cotas,Volks Fusca-Cotas,Fcopel-Cotas,São Paulo-Cotas,Reit-Cotas,Reit 90-Cotas
9/20/2018,89%,82%,92%,85%,62%,54%,65%,#N/A,97%,73%,#N/A,#N/A,116%,22%,197%,117%,96%,42%,35%,169%,10%,-1%,#N/A,194%,120%,753%,#N/A,474070492.78,474565051.29,176560129.16,176789840.85,261126432.99,688765720.46,#N/A,58267708.86,52552877.31,#N/A,#N/A,109212934.92,113852197.54,88549722.03,56445288.35,57178835.27,73060002.19,85010682.07,277477099.82,71400347.91,72031885.76,#N/A,343551748.17,184841776.27,144638158.15,#N/A
9/21/2018,92%,86%,106%,97%,101%,93%,84%,#N/A,49%,80%,#N/A,#N/A,22%,39%,123%,201%,179%,390%,384%,169%,13%,3%,#N/A,156%,117%,-511%,#N/A,476678267.11,476871177.58,176956196.96,177100552.07,263182541.85,697068184.07,#N/A,58364686.88,52563228.03,#N/A,#N/A,109218766.39,113863227.00,88816597.35,56473124.56,57203997.97,73130030.47,85090931.05,277592477.20,71402682.67,72032458.02,#N/A,343683689.40,184894782.81,144456481.30,#N/A
9/24/2018,95%,89%,-117%,-95%,44%,31%,149%,#N/A,112%,88%,#N/A,#N/A,168%,-46%,109%,-119%,-136%,-71%,-81%,227%,-29%,-39%,#N/A,90%,138%,526%,#N/A,476989702.19,477244418.87,176905161.27,177191752.28,265531073.17,716884022.07,#N/A,58380747.53,52574560.27,#N/A,#N/A,109263987.46,113850432.86,92590334.25,56456661.72,57184860.39,73117242.11,85073976.11,277747677.28,71397567.57,72025580.06,#N/A,343759972.13,184957316.74,144713398.21,#N/A
9/25/2018,-267%,-273%,-542%,-468%,-272%,-270%,-233%,#N/A,-71%,202%,#N/A,#N/A,-1099%,-217%,-785%,-660%,-671%,98%,50%,178%,48%,38%,#N/A,11%,-1%,-1196%,#N/A,476176709.91,476444766.44,177969531.65,178230194.75,268090684.07,729817076.57,#N/A,58470040.35,52600643.32,#N/A,#N/A,108968839.63,113789637.55,92411712.58,56365029.72,57090554.51,73134787.88,85084347.09,277869286.64,71405998.88,72032248.58,#N/A,343769050.62,184956747.20,144287825.42,#N/A
9/26/2018,85%,79%,92%,84%,101%,96%,88%,#N/A,102%,54%,#N/A,#N/A,45%,198%,77%,140%,119%,129%,104%,178%,54%,44%,#N/A,140%,120%,-592%,#N/A,477055720.41,477774788.45,178559775.30,178822631.54,273073855.57,740189482.29,#N/A,58674676.52,52607598.42,#N/A,#N/A,108981008.92,113845037.85,89429285.39,56384360.92,57107215.78,73157923.17,85106117.60,274690955.78,71415533.75,72040022.29,#N/A,343887024.74,185011363.35,144077972.04,#N/A
9/27/2018,120%,114%,136%,123%,128%,129%,162%,#N/A,176%,144%,#N/A,#N/A,288%,243%,416%,327%,304%,250%,233%,180%,13%,2%,#N/A,545%,251%,913%,#N/A,467695970.07,468415566.87,178619304.30,178984166.62,275924628.70,752812934.45,#N/A,58700098.14,52626213.62,#N/A,#N/A,109058254.23,113913161.00,89520817.30,56429651.34,57149835.63,73202934.92,85154960.63,274812755.06,71417731.74,72040458.28,#N/A,344347962.33,185125603.15,144401266.61,#N/A
9/28/2018,106%,100%,346%,307%,116%,91%,-20%,#N/A,135%,97%,#N/A,#N/A,59%,-26%,-131%,-164%,-181%,-395%,-405%,179%,19%,9%,#N/A,-288%,58%,139%,#N/A,487317491.81,489702189.62,179271128.40,179515771.07,278078649.76,767786180.35,#N/A,59109095.16,52638747.70,#N/A,#N/A,109074071.34,113906010.35,89492016.62,56406954.87,57124466.77,73131936.22,85070161.33,274933806.64,71421153.87,72042118.52,#N/A,344104112.45,185151900.63,144450752.67,#N/A
10/1/2018,70%,64%,44%,43%,37%,26%,25%,#N/A,37%,681%,#N/A,#N/A,-55%,-528%,80%,7%,-11%,63%,122%,179%,-194%,-201%,#N/A,172%,197%,-443%,#N/A,489701833.79,490049836.64,179740689.92,179950276.10,280431538.13,781251109.85,#N/A,59198180.53,52726819.68,#N/A,#N/A,109059201.31,113758120.82,89509536.48,56407925.91,57122904.36,73143336.82,85101517.31,275054945.78,71387178.84,72006456.15,#N/A,344249698.04,185241486.37,144293466.65,#N/A
10/2/2018,103%,98%,112%,102%,122%,138%,112%,#N/A,131%,-533%,#N/A,#N/A,-178%,12%,50%,316%,294%,240%,526%,179%,21%,11%,#N/A,-2%,32%,-2135%,#N/A,489826547.57,490155787.51,180190306.44,180447190.58,281743784.59,791433358.48,#N/A,59317250.57,52657574.08,#N/A,#N/A,109011438.18,113761458.83,89520644.45,56451796.82,57164241.68,73186647.72,85211622.90,275176147.13,63890891.96,64728279.17,#N/A,344247967.38,185256269.92,143534944.43,#N/A
10/3/2018,61%,55%,80%,74%,129%,121%,105%,#N/A,75%,67%,#N/A,#N/A,409%,537%,783%,526%,501%,330%,348%,244%,12%,2%,#N/A,497%,133%,2898%,#N/A,492899980.73,493658872.78,180975669.51,181203441.41,288112226.97,805120663.92,#N/A,59328177.81,52666296.31,#N/A,#N/A,109121203.83,113911749.84,89693122.64,56524847.97,57234766.71,73246186.96,85284724.52,272299427.43,63892745.53,64728549.11,#N/A,344704455.23,185316941.62,144558942.42,#N/A
10/4/2018,107%,101%,142%,129%,189%,179%,167%,#N/A,117%,113%,#N/A,#N/A,194%,216%,288%,403%,380%,605%,610%,185%,10%,0%,#N/A,325%,148%,-966%,#N/A,492730396.43,493416127.10,181038969.57,181619347.82,290692703.17,829697093.45,#N/A,59345259.38,52681006.69,#N/A,#N/A,109173222.68,113822360.26,89756618.67,56580934.36,57288282.92,73355341.40,85412776.84,272423759.59,63894278.66,64728615.89,#N/A,344979998.10,185384442.41,144215111.83,#N/A
10/5/2018,105%,99%,143%,129%,81%,73%,57%,#N/A,125%,111%,#N/A,#N/A,116%,58%,133%,35%,16%,-46%,-58%,322%,5%,-4%,#N/A,112%,-723%,1113%,#N/A,487857872.34,488732051.66,181352720.67,181759541.19,294557370.52,847641587.68,#N/A,59513503.98,52695361.95,#N/A,#N/A,109204360.65,113838577.74,89785985.90,56585812.98,57290589.15,73347120.65,85400598.34,272639901.30,63895102.85,64727971.60,#N/A,345111877.22,185054533.23,144610316.05,#N/A
10/8/2018,96%,90%,129%,117%,395%,385%,356%,#N/A,207%,24%,#N/A,#N/A,439%,938%,1377%,1457%,1421%,1761%,1767%,280%,8%,-2%,#N/A,1651%,669%,944%,#N/A,489273069.18,489701915.06,181410517.64,181622579.03,295610261.59,861065963.55,#N/A,59178775.70,52698433.97,#N/A,#N/A,109322278.18,114101595.22,90090310.69,56788806.65,57491010.47,73665906.95,85772173.30,272827867.97,63896308.38,64727701.65,#N/A,346514553.25,185359347.12,144946507.57,#N/A
10/9/2018,164%,158%,304%,270%,335%,326%,296%,#N/A,177%,100%,#N/A,#N/A,233%,135%,710%,719%,692%,916%,918%,272%,0%,-9%,#N/A,525%,293%,-453%,#N/A,476370895.30,476765048.80,181746400.25,182080627.93,300094421.56,877510967.72,#N/A,59204507.76,52711364.46,#N/A,#N/A,109384915.90,114139484.87,90247858.93,56889280.84,57588903.62,73832144.89,85966124.27,273010725.83,63896298.61,64726215.72,#N/A,346962264.06,185493172.82,144784753.30,#N/A
10/10/2018,43%,37%,-47%,-37%,-2%,-10%,-4%,#N/A,90%,91%,#N/A,#N/A,47%,120%,-80%,-36%,-54%,-127%,-133%,142%,8%,-1%,#N/A,17%,65%,871%,#N/A,477721360.30,478071491.70,181725172.45,182004716.56,300349352.36,902485197.47,#N/A,59367693.50,52570993.10,#N/A,#N/A,109397617.94,114173075.63,90230060.30,56884210.10,57581247.48,73809137.14,85937889.07,269906166.43,63897577.41,64726017.74,#N/A,346976937.39,185522691.85,145095289.38,#N/A
10/11/2018,37%,31%,51%,49%,85%,76%,71%,#N/A,2869%,105%,#N/A,#N/A,-45%,474%,387%,241%,220%,277%,269%,261%,11%,1%,#N/A,736%,120%,1508%,#N/A,475464836.10,475995945.15,182148119.80,182431690.13,301162067.10,913184327.32,#N/A,59787094.72,52584578.33,#N/A,#N/A,109385571.21,114306247.97,90315993.04,56918027.60,57612480.01,73859570.46,85994804.99,270079279.34,63899289.04,64726253.62,#N/A,347605451.51,185577608.09,145873902.66,#N/A
10/15/2018,208%,202%,327%,290%,302%,293%,270%,#N/A,247%,256%,#N/A,#N/A,697%,475%,779%,756%,729%,644%,0%,235%,19%,10%,#N/A,674%,315%,1034%,#N/A,476108770.14,476658943.22,180094871.77,180519597.69,301879877.04,919471078.13,#N/A,59227818.87,52617765.80,#N/A,#N/A,109573411.25,114439849.27,90489102.82,57024016.85,57715883.06,73976775.12,85113560.72,270235619.15,63902311.25,64727800.11,#N/A,348182633.70,185721378.54,145685094.01,#N/A
10/16/2018,81%,75%,33%,33%,237%,228%,216%,#N/A,126%,-19%,#N/A,#N/A,146%,-37%,470%,544%,519%,539%,597%,205%,-6%,-15%,#N/A,425%,151%,-21%,#N/A,477603142.62,478390988.45,180509487.75,181018264.79,302990839.01,926005807.36,#N/A,59246218.13,52615356.26,#N/A,#N/A,109612866.85,114429503.86,90593830.88,57100418.82,57789694.26,74075087.45,85238665.95,270372042.64,63901400.72,64725414.08,#N/A,348546792.83,185790508.77,145677509.46,#N/A
10/17/2018,161%,155%,231%,206%,358%,349%,325%,#N/A,259%,213%,#N/A,#N/A,596%,895%,693%,583%,558%,612%,601%,221%,21%,12%,#N/A,827%,141%,1656%,#N/A,479992470.48,480904417.85,180912300.74,181386325.61,305162690.11,945603433.05,#N/A,59284027.94,52642947.58,#N/A,#N/A,109773616.84,114681649.65,90748361.02,57182395.67,57869077.16,74186862.74,85364689.33,270519252.30,63904720.07,64727258.18,#N/A,349318621.39,185855010.74,146621572.91,#N/A
10/18/2018,129%,123%,186%,166%,58%,49%,80%,#N/A,156%,183%,#N/A,#N/A,183%,-46%,-21%,-17%,-35%,-144%,-140%,171%,8%,-2%,#N/A,-67%,102%,-17%,#N/A,481545404.25,482049781.49,181195095.13,181675369.73,307094885.09,961162170.34,#N/A,59306800.30,52666643.95,#N/A,#N/A,109823012.77,114668722.92,90743714.24,57179996.48,57864080.71,74160641.67,85335319.22,270633077.63,63905900.49,64726962.27,#N/A,349260721.64,185901473.98,146615540.96,#N/A
10/19/2018,132%,126%,191%,170%,197%,188%,131%,#N/A,185%,156%,#N/A,#N/A,56%,-58%,-30%,76%,57%,164%,152%,245%,11%,2%,#N/A,-214%,101%,-1245%,#N/A,481701996.66,483727724.62,181280515.96,182039084.76,311203038.35,973136397.10,#N/A,59333835.92,52686818.07,#N/A,#N/A,109838025.19,114652349.02,90737122.75,57190754.63,57872241.78,74190529.49,85367186.20,270796051.53,63907640.96,64727226.84,#N/A,349076465.50,185947771.15,146165976.30,#N/A
10/22/2018,143%,135%,193%,171%,330%,318%,282%,#N/A,251%,130%,#N/A,#N/A,474%,751%,793%,723%,696%,708%,701%,233%,19%,10%,#N/A,887%,251%,1501%,#N/A,483371030.80,484152500.73,182466632.64,182740220.36,313574215.73,985070591.50,#N/A,59290016.35,52703627.96,#N/A,#N/A,109966161.01,114864336.70,90914313.75,57292522.89,57971379.14,74320056.66,85514490.71,270951580.78,63910671.16,64728745.73,#N/A,349838798.69,186062852.75,147056302.90,#N/A
10/23/2018,117%,111%,154%,138%,174%,164%,149%,#N/A,131%,103%,#N/A,#N/A,285%,257%,313%,275%,253%,258%,244%,168%,10%,0%,#N/A,357%,112%,781%,#N/A,483710733.90,484478899.51,183285923.35,183556841.79,310550501.69,1002357872.43,#N/A,59309084.20,52717056.46,#N/A,#N/A,110043402.16,114937071.04,90984283.16,57331243.53,58007483.04,74367310.71,85565964.21,271063830.02,63912178.50,64728760.18,#N/A,350146623.93,186114269.20,147338908.53,#N/A
10/24/2018,123%,116%,162%,145%,114%,106%,107%,#N/A,130%,165%,#N/A,#N/A,314%,370%,165%,61%,42%,-103%,-106%,148%,15%,6%,#N/A,311%,108%,1343%,#N/A,483856699.84,484554520.53,183509208.09,183780265.79,311324250.72,1022760092.54,#N/A,59328094.14,52738431.87,#N/A,#N/A,110128550.35,115041883.68,91021189.25,57339916.56,58013537.77,74348453.37,85543604.17,271162386.25,63914560.97,64729651.90,#N/A,350498556.16,186163847.27,147825925.28,#N/A
10/25/2018,122%,116%,164%,147%,710%,697%,-194%,#N/A,314%,366%,#N/A,#N/A,158%,538%,312%,39%,21%,454%,325%,171%,26%,16%,#N/A,747%,179%,1026%,#N/A,483101757.65,483392158.76,183983289.01,184112724.06,313559211.45,1043252450.70,#N/A,59374008.89,52785984.62,#N/A,#N/A,110171361.79,115194164.51,91091145.87,57345487.01,58016489.49,74431564.46,85611954.60,271276318.93,63918653.30,64732254.01,#N/A,351143378.55,186245956.37,148199177.15,#N/A
10/26/2018,137%,131%,129%,117%,220%,210%,672%,#N/A,181%,89%,#N/A,#N/A,292%,725%,642%,983%,953%,834%,818%,196%,1533%,1505%,#N/A,38%,173%,190%,#N/A,484464230.56,484735858.90,184241628.17,184343970.08,320866975.20,1072336508.15,#N/A,58665245.25,52797608.74,#N/A,#N/A,110250473.20,115399865.74,91235024.19,57484282.69,58152666.53,74584634.98,85784344.57,271407113.05,64159935.32,64972044.67,#N/A,351194170.01,186325396.80,148268627.96,#N/A
10/29/2018,130%,124%,120%,109%,130%,121%,116%,#N/A,136%,130%,#N/A,#N/A,115%,-333%,77%,40%,21%,-149%,-139%,201%,-3%,-12%,#N/A,85%,185%,432%,#N/A,485419382.71,485697400.03,182595889.69,182744796.46,321847858.92,1091568947.10,#N/A,58684929.30,52814507.66,#N/A,#N/A,110281578.50,115305276.06,91252335.54,57489911.37,58155670.53,74557196.40,85755038.22,271541596.21,64159456.29,64970067.26,#N/A,351267740.91,186410284.91,148426494.26,#N/A
10/30/2018,65%,59%,85%,79%,101%,93%,108%,#N/A,153%,184%,#N/A,#N/A,175%,533%,151%,100%,80%,201%,206%,217%,24%,15%,#N/A,205%,112%,143%,#N/A,485146667.51,485420027.18,183034265.88,183173040.42,322153712.28,1097391255.50,#N/A,58707055.31,52838408.96,#N/A,#N/A,110329089.83,115456695.78,91286206.69,57504024.65,58167159.18,74594074.40,85798615.16,271686374.85,64163321.29,64972436.43,#N/A,351444757.66,186461843.88,148478574.14,#N/A
10/31/2018,106%,100%,109%,100%,116%,108%,98%,#N/A,157%,124%,#N/A,#N/A,162%,91%,232%,179%,158%,-205%,-173%,258%,8%,-2%,#N/A,72%,-17%,387%,#N/A,486373552.48,486669365.36,183423501.64,183561847.00,325300402.45,1119159831.93,#N/A,59029729.19,52854485.51,#N/A,#N/A,110373006.86,115482530.42,91338400.94,57529322.00,58189811.79,74556354.69,85761965.13,271859027.53,64164536.44,64972155.84,#N/A,351507046.28,186453889.87,148620119.50,#N/A
11/1/2018,156%,150%,157%,141%,-36%,-44%,228%,#N/A,186%,238%,#N/A,#N/A,462%,23%,462%,258%,236%,264%,264%,220%,226%,214%,#N/A,850%,243%,1903%,#N/A,488660193.57,488987173.55,183294485.01,183457011.24,326555052.04,1121816514.07,#N/A,59056718.49,52885425.46,#N/A,#N/A,110498579.28,115489207.70,91442290.76,57565849.52,58223685.41,74604750.67,85817783.34,272006246.26,64200244.75,65006358.36,#N/A,352242377.40,186565613.83,149316499.65,#N/A
11/5/2018,141%,135%,164%,146%,155%,146%,163%,#N/A,198%,174%,#N/A,#N/A,513%,509%,628%,410%,387%,248%,266%,222%,14%,4%,#N/A,1153%,-333%,2711%,#N/A,482929734.73,483257984.81,182768464.52,182908025.41,325994232.74,1142002997.88,#N/A,59420336.34,52908123.17,#N/A,#N/A,110638258.68,115634009.11,91583643.29,57623920.73,58279101.04,74650309.43,85874031.80,272154722.11,64202468.14,65007075.74,#N/A,353241983.77,186412555.47,150313191.87,#N/A
11/6/2018,67%,61%,26%,29%,99%,92%,91%,#N/A,140%,136%,#N/A,#N/A,414%,110%,243%,-224%,-240%,-733%,-786%,231%,-6%,-15%,#N/A,590%,63%,2031%,#N/A,483008919.32,483270178.52,183380230.19,183519134.36,314295103.10,1150342558.54,#N/A,59440746.36,52925854.00,#N/A,#N/A,110750945.15,115665199.20,91638436.80,57592104.74,58244630.34,74515710.73,85707954.66,272309187.38,64201584.13,65004642.86,#N/A,353801993.92,186441523.90,151064724.75,#N/A
11/7/2018,114%,108%,204%,181%,124%,116%,96%,#N/A,117%,127%,#N/A,#N/A,247%,-1%,-109%,-128%,-145%,-75%,-71%,-129%,10%,1%,#N/A,-188%,74%,-304%,#N/A,483394335.19,483804284.55,183922407.46,184177420.75,309969070.90,1167952387.82,#N/A,59457830.97,52942342.77,#N/A,#N/A,110818333.56,115564871.99,91613895.42,57573992.41,58223861.73,74501919.92,85692987.73,272222627.82,64203188.72,65004741.82,#N/A,353638091.11,186475512.88,150951623.77,#N/A
11/8/2018,-11%,-17%,108%,99%,35%,29%,55%,#N/A,88%,93%,#N/A,#N/A,-345%,109%,-280%,-501%,-514%,-184%,-181%,38%,15%,5%,#N/A,-19%,40%,45%,#N/A,484380925.00,484801942.16,183021494.89,183327997.35,311837141.28,1181208223.99,#N/A,59470672.14,52954409.45,#N/A,#N/A,110724182.69,115596015.40,91550830.96,57502924.69,58150138.69,74468224.04,85654789.20,272247966.52,64205502.79,65005550.26,#N/A,353621450.85,186494095.33,150968395.54,#N/A
11/9/2018,123%,117%,153%,137%,144%,137%,114%,#N/A,157%,165%,#N/A,#N/A,128%,-248%,41%,84%,65%,9%,19%,60%,-3%,-13%,#N/A,29%,-19%,23%,#N/A,486727579.80,487121507.90,187415377.40,187613860.33,314458023.99,1204285495.40,#N/A,59493663.42,52975957.31,#N/A,#N/A,110758976.30,115525487.56,91560027.81,57514816.41,58159378.15,74469823.67,85658858.81,272288007.26,64204996.56,65003530.31,#N/A,353646991.92,186485556.93,150977073.84,#N/A
11/12/2018,168%,162%,257%,225%,234%,224%,187%,#N/A,251%,168%,#N/A,#N/A,333%,160%,137%,52%,33%,-36%,-21%,177%,16%,7%,78%,40%,148%,239%,#N/A,487698429.01,488101216.64,187743770.81,187926110.25,314756994.97,1212958063.65,#N/A,59510243.72,52997843.70,#N/A,#N/A,110849830.30,115571039.18,91691019.78,57522138.25,58164047.33,74463132.87,85654377.78,272406338.92,64207600.01,65004620.22,176029809.14,353681675.42,186553432.08,151066068.79,#N/A
11/13/2018,165%,159%,265%,232%,213%,204%,179%,#N/A,176%,196%,#N/A,#N/A,316%,-182%,158%,47%,28%,-40%,-23%,246%,-4%,-14%,90%,146%,-1227%,136%,#N/A,488296268.97,488730950.19,188306343.94,188471123.78,313487016.49,1223834932.41,#N/A,59536065.43,53023409.26,#N/A,#N/A,110936027.57,115519130.95,91726671.11,57528763.17,58168019.41,74455788.56,85649598.37,272571006.42,64206935.73,65002442.28,176029809.14,353808607.10,185989658.57,151461724.42,#N/A
11/14/2018,144%,138%,222%,195%,119%,112%,104%,#N/A,133%,97%,#N/A,#N/A,176%,452%,540%,466%,442%,642%,701%,224%,19%,9%,161%,520%,152%,637%,#N/A,490669454.90,491124079.80,188739165.70,188909944.31,314506063.78,1233571554.49,#N/A,59555561.29,53036063.50,#N/A,#N/A,110984011.14,115647819.10,91848594.57,57594714.50,58231317.63,74573499.98,85797342.54,272721507.90,64209917.75,65003911.05,176029809.14,354261308.63,186059252.36,151699309.94,#N/A
11/16/2018,122%,116%,153%,137%,178%,170%,168%,#N/A,194%,167%,#N/A,#N/A,330%,120%,631%,647%,621%,-3218%,942%,213%,-1%,-10%,175%,832%,139%,872%,#N/A,490817118.56,491564824.49,188310475.37,188501721.89,314461514.91,1254838521.41,#N/A,59584019.40,53057878.14,#N/A,#N/A,111074252.51,115681940.04,91991255.60,57686393.78,58320341.14,73984926.60,85996377.66,272864718.76,64209807.47,65002287.21,176029809.14,354986732.92,186122707.08,152025092.77,#N/A
11/19/2018,121%,114%,148%,133%,147%,139%,130%,#N/A,122%,117%,#N/A,#N/A,305%,278%,240%,112%,92%,17%,12%,157%,17%,7%,66%,213%,95%,1287%,#N/A,490562740.04,491253764.77,188769142.14,188945540.01,310217034.55,1284296158.77,#N/A,59601847.06,53073120.83,#N/A,#N/A,111157776.20,115761031.60,85628035.31,57702275.61,58333563.47,73988112.66,85998840.03,272970054.90,64212483.18,65003449.62,176029809.14,355186650.38,186166115.82,152506952.73,#N/A
11/20/2018,119%,113%,115%,104%,111%,104%,96%,#N/A,109%,11%,#N/A,#N/A,121%,25%,139%,151%,131%,123%,125%,137%,-24%,-33%,65%,119%,75%,-8%,#N/A,490706725.90,491390642.30,188822482.34,188994085.37,310296529.67,1300786789.88,#N/A,59617860.10,53074549.76,#N/A,#N/A,111190823.09,115768064.21,85657426.58,57723759.44,58352387.27,74010517.62,86025378.57,273062022.06,64208734.50,64998187.46,176029809.14,355291093.63,186200572.52,152504008.79,#N/A
11/21/2018,104%,97%,150%,134%,155%,147%,153%,#N/A,133%,253%,#N/A,#N/A,271%,340%,356%,346%,323%,520%,513%,203%,12%,2%,97%,534%,110%,223%,#N/A,489831880.59,490525345.14,188692318.48,188893134.13,311444734.69,1304096030.78,#N/A,59637328.19,53107624.48,#N/A,#N/A,111265011.60,115864882.35,85732441.64,57772868.51,58398797.62,74105305.96,86133941.22,273198281.39,64210619.27,64998466.37,176029809.14,355758618.08,186250829.86,152587831.05,#N/A
11/22/2018,117%,111%,150%,135%,76%,69%,90%,#N/A,80%,104%,#N/A,#N/A,47%,171%,217%,172%,151%,188%,190%,156%,42%,32%,61%,223%,73%,458%,#N/A,488192550.66,488887282.48,188612172.64,188832063.39,310837404.19,1322561918.34,#N/A,59731630.96,53121164.34,#N/A,#N/A,111277919.70,115913550.60,85778230.82,57797270.82,58420536.93,74139692.62,86174173.44,273303318.71,64217261.82,65003595.70,176029809.14,355953523.14,186284348.38,152759780.48,#N/A
11/23/2018,111%,105%,133%,119%,127%,119%,121%,#N/A,98%,122%,#N/A,#N/A,111%,-61%,79%,100%,81%,128%,135%,167%,4%,-5%,74%,97%,75%,-182%,#N/A,478575835.20,479270954.07,188673709.80,188925778.85,310990250.26,1327200228.95,#N/A,59996217.89,53137161.65,#N/A,#N/A,111308283.60,115896114.65,85795013.48,57811549.38,58432151.68,74163110.79,86202815.10,273415408.30,64217908.35,65002728.82,176029809.14,356038896.33,186318814.45,152691480.01,#N/A
11/26/2018,147%,141%,185%,164%,181%,172%,162%,#N/A,213%,122%,#N/A,#N/A,248%,14%,-335%,-401%,-416%,-623%,-468%,170%,12%,3%,-36%,-375%,63%,384%,#N/A,478948695.31,479681646.51,190609845.58,190743432.40,312367105.14,1352096416.26,#N/A,60133733.68,53153139.09,#N/A,#N/A,111376371.86,115900064.09,85724283.72,57754435.95,58372374.06,74049521.13,86103514.85,273530071.45,64219856.76,65003163.78,176029809.14,355709950.76,186347710.56,152835953.25,#N/A
11/27/2018,127%,121%,102%,94%,123%,114%,153%,#N/A,120%,99%,#N/A,#N/A,224%,-248%,56%,43%,25%,44%,41%,72%,-111%,-119%,43%,68%,62%,98%,#N/A,482848088.42,483586020.71,191957802.24,192107272.58,309898109.80,1367917276.10,#N/A,60231483.72,53166077.27,#N/A,#N/A,111437754.72,115829316.02,85736038.38,57760620.49,58375896.66,74057509.18,86112286.56,268378496.58,64202347.90,64984142.01,176029809.14,355800283.38,186376112.53,152872775.41,#N/A
11/28/2018,123%,117%,128%,115%,136%,128%,113%,#N/A,122%,150%,#N/A,#N/A,295%,205%,338%,561%,537%,316%,309%,65%,1126%,1103%,76%,311%,116%,450%,#N/A,482494854.14,483122368.33,192318157.39,192465688.12,308847554.18,1382724012.06,#N/A,60249633.88,53185701.92,#N/A,#N/A,111518797.73,115887731.42,85807337.64,57840425.12,58453039.53,74115224.36,86177770.22,268421123.27,64380299.54,65160581.16,176029809.14,356072346.12,186429285.94,153042312.42,#N/A
11/29/2018,116%,110%,133%,120%,83%,76%,86%,#N/A,106%,148%,#N/A,#N/A,105%,487%,113%,140%,121%,155%,149%,-14%,17%,8%,-7459%,183%,-12205%,256%,#N/A,491732436.44,492339186.73,195131365.32,195282138.40,309398203.13,1400269244.58,#N/A,60265309.47,53205077.78,#N/A,#N/A,111547501.94,116026747.44,85831220.74,57860432.82,58470382.01,74143569.41,86209376.31,268411810.72,64383020.50,65161784.80,176029809.14,356232512.43,180827291.97,153388916.30,#N/A
11/30/2018,48%,42%,-2%,6%,-2%,-8%,7%,#N/A,-255%,15%,#N/A,#N/A,74%,134%,399%,237%,216%,106%,101%,133%,4%,-6%,69%,506%,1%,1896%,#N/A,494390592.31,494488127.72,195600616.05,195662475.63,309537440.11,1407634047.63,#N/A,61178570.68,53207067.06,#N/A,#N/A,111567696.85,116065056.47,85915489.62,57894202.52,58501485.63,74162910.08,86230879.46,268499818.15,64383578.60,65160824.53,176029809.14,356676746.69,180827657.97,154050496.70,#N/A
12/3/2018,44%,38%,12%,17%,93%,85%,82%,#N/A,282%,98%,#N/A,#N/A,-51%,-1058%,255%,-237%,-253%,194%,192%,120%,-2272%,-2254%,82%,312%,112%,545%,#N/A,494244481.21,494478946.43,195406509.46,195146395.57,310471532.39,1425777113.60,#N/A,61154123.50,53219884.20,#N/A,#N/A,111553789.91,115762824.25,85969526.05,57860485.51,58465116.38,74198298.95,86271725.66,268578935.05,64023370.77,64799144.52,176029809.14,356977038.57,180877528.71,154252961.22,#N/A
12/4/2018,95%,89%,93%,86%,59%,52%,52%,#N/A,84%,95%,#N/A,#N/A,-103%,38%,-159%,-130%,-147%,-157%,-151%,169%,13%,4%,35%,-252%,86%,-1003%,#N/A,494659632.18,495345660.83,195451048.86,195652277.81,318420577.33,1437799406.80,#N/A,61366819.20,53232288.26,#N/A,#N/A,111525548.86,115773728.12,85935855.95,57841990.14,58443970.13,74169537.27,86239732.23,268690539.29,64025429.64,64799739.19,176029809.14,356755263.53,180915558.72,153521963.77,#N/A
12/5/2018,89%,83%,76%,71%,61%,53%,61%,#N/A,106%,72%,#N/A,#N/A,25%,-236%,303%,154%,134%,153%,183%,196%,2%,-7%,92%,109%,-778%,57%,#N/A,495518327.38,495810435.69,197637582.32,197849564.81,318782703.74,1458489399.79,#N/A,61382763.48,53241724.71,#N/A,#N/A,111532372.87,115706564.63,86000013.68,57863938.33,58463268.50,74197434.57,86278493.03,268820252.94,64025762.26,64798601.69,176029809.14,356851046.99,180569101.91,153543350.09,#N/A
12/6/2018,127%,121%,153%,136%,155%,146%,143%,#N/A,214%,159%,#N/A,#N/A,233%,87%,261%,220%,200%,222%,237%,255%,8%,-1%,84%,239%,-26%,95%,1184%,497073325.43,497326774.79,197856786.89,198146956.13,317977699.17,1478232284.53,#N/A,61415038.07,53262581.76,#N/A,#N/A,111596375.44,115631329.88,86055341.88,57895314.55,58491994.06,74238062.64,86328778.77,268989020.06,64027044.24,64798419.59,176029809.14,357061195.68,180557645.54,153579094.84,5977379.27
